Hands-on help making and sticking to healthy habits	Ayuda práctica para hacer y apegarse a hábitos saludables
Access to doctors 24/7 for prescriptions, lab tests, and referrals	Acceso a doctores 24/7 para prescripciones, pruebas de laboratorio y referencias
Advice, tips, and checklists to help you meet your health goals	Consejos, tips y listados para ayudarte a cumplir tus metas de salud
What HealthTap Compass can do for you:	Lo que HealthTap Compass puede hacer por ti:
Access doctors whenever you need them for prescriptions, lab tests, and referrals	Acceso a doctores cuando lo necesites para prescripciones, pruebas de laboratorio y referencias
Get advice, tips, and checklists to help you meet your health goals	Obtén consejos, tips y listados para ayudarte a cumplir tus metas de salud
It’s for your entire family	Es para tu familia entera
I’m delighted to share with	Estoy encantado de compartir
you a new valuable health service	contigo un nuevo servicio de salud valioso
If you’ve ever had a health question but didn’t have the time/energy/money to find the right doctors, make appointments, and wait in waiting rooms, you probably turned to the Internet. Unfortunately, much of the information out there is neither personalized, nor easy to trust.	Si alguna vez has tenido una pregunta de salud pero no tuviste el tiempo/energía/dinero de encontrar los doctores indicados, hacer citas, y esperar en salas de espera, probablemente fuiste a dar al Internet. Desafortunadamente, mucha de la información ahí no está ni personalizada, ni es confiable.
By signing up today	Al registrate hoy
to your new health portal, you can get immediate access to personalized and trustworthy health advice and answers from top doctors 24/7 from anywhere using your smartphone, tablet, PC, or mobile device. You can get medical advice, prescriptions, lab test ordered and reviewed, referrals and more!	a tu nuevo portal de salud, puedes obtener acceso inmediato a consejo de salud personalizado y confiable y respuestas de los mejores doctores 24/7 desde cualquier lugar usando tu smartphone, tableta, PC o dispositivo móvil. ¡Puedes obtener consejo médico, prescripciones, pruebas de laboratorio ordenadas y revisadas, referencias y más!
It’s fast and easy to get started–so take a minute and	Es rápido y fácil empezarlo toma un minuto y
sign up today	regístrate hoy
so you can access your new healthcare navigator when you need it most.	para que puedas accesar a tu nuevo navegador de atención a la salud cuando más lo necesites.
today!	hoy.
and benefit today and gain ultimate peace of mind for you and your loved ones.	y beneficiate hoy y ganar máxima paz mental para ti y tus seres queridos.
All you need is a smartphone, tablet, PC, or smartwatch. Now is your time to feel fantastic and enjoy true peace of mind!	Todo lo que necesitas es un smartphone, tableta, PC o  smartwatch. ¡Ahora es tiempo de sentirte fantástico y disfrutar verdadera paz mental!
it provides you with	te brinda
convenient access to top doctors and their wisdom and care— anytime, anywhere!	acceso conveniente a los mejores doctores y su sabiduría y atención— en cualquier momento, en cualquier lugar!
begin your journey toward health and happiness	empieza tu viaje hacia la salud y la felicidad
—join today!	—únete hoy!
Now you can access	Ahora puedes accesar
world-class healthcare anytime, anywhere!	atención a la salud de clase mundial en cualquier momento, en cualquier lugar!
immediate answers to your health 24/7.	respuestas inmediatas a tu salud 24/7
It's FREE!	¡Es GRATIS!
Sign up today.	Registrate hoy.
An award-winning global leader in digital health HealthTap provides convenient, compassionate, and immediate answers to your health needs from Query to Cure.	Un líder globlal ganador de galardones en salud digital HealthTap brinda respuestas convenientes, compasivas e inmediatas a tus necesidades de salud de Duda a Cura.
TAP IN!	¡APROVECHA!
The HealthTap Team :)	El equipo HealthTap :)
With just the touch of a button	Estamos al alcance de un botón
you and your family will be immediately connected with top doctors without the hassle of traveling to a doctor's office or spending time in a waiting room. You can get medical advice, prescriptions, lab tests ordered and reviewed, and much more!	tú y tu familia estará conectada inmediatamente con los mejores doctores sin las molestias de viajar a una oficina de doctor y gastar tiempo en la sala de espera. ¡Puedes obtener consejo médico, prescripciones, pruebas de laboratorio ordenadas y revisadas, y mucho más!
Start saving time and money today—all you need is a computer, smartphone, tablet, or smart-watch.	Empieza a ahorrar tiempo y dinero hoy —todo lo que necesitas es una computadora, smartphone, tableta, o smart-watch.
Tap in to the wisdom	Aprovecha la sabiduría
Did you know it takes three weeks to make or break a habit? Whether you want to lose weight, eat healthier, or reduce stress, our top doctors can help.	¿Sabías que toma tres semanas crear o romper un hábito? Ya sea que quieras bajar de peso, comer más sano, o reducir estrés, nuestros mejores doctores pueden ayudar.
It’s easy to use, and proven to be efficient in helping people manage their health and well being, and achieve their health goals. Receive the care and support you and your family need right from your mobile device or personal computer.	Es fácil de usar, y probado por ser eficiente ayudando a personas a manejar sus salud y bienestar, y lograr sus metas de salud. Recibe atención y ayuda que tú y tu familia necesitan desde tu dispositivo móvil o computadora personal.
Sign up today and enjoy:	Regístrate hoy y disfruta:
activate your account here	activa tu cuenta aquí
HealthTap Prime is your new healthcare hub for managing all your health needs: Enjoy access to top primary care doctors for online virtual consultations right from your phone or computer for convenient and trustworthy healthcare at your fingertips. Within minutes you can connect to a top doctor and get medical advice, prescriptions, lab test ordered and more!	HealthTap Prime es tu nuevo eje de atención a la salud para manejar todas tus necesidades de salud: Disfruta el acceso a los mejores doctores de atención primaria para consultas virtuales en línea directo de tu teléfono o computadora para atención a la salud conveniente y confiable al alcance de tus manos. ¡Dentro de minutos podrás conectarte con uno de los mejores doctores y obtener consejo médico, prescripciones, pruebas de laboratorio ordenadas y más!
HealthTap is a globally recognized, award-winning new way to manage health and well-being— we’re dedicated to helping you live a healthier, happier life. Activate your account and start feeling great today!	HealthTap es una nueva forma globalmente reconocida, ganadora de galardones para manejar la salud y el bienestar —estamos dedicados a ayudarte a tener una vida más sana y feliz. ¡Activa tu cuenta y empieza a sentirte bien hoy!
Want to feel fantastic?	¿Quieres sentirte fantástico?
HealthTap is a globally recognized award-winning new way to manage health and well being, providing you the right care at the right time from Query to Cure.	HealthTap es una nueva forma globalmente reconocida, ganadora de galardones para manejar la salud y el bienestar, proveyendo de la atención adecuada en el momento adecuado de Duda a Cura.
Most importantly, we care about you—and we want you to feel good every day –	Más importante, nos preocupamos por ti—y queremos que te sientas feliz cada día -
tap in and start feeling great today.	aprovecha y empieza a sentirte bien hoy.
sign up and start feeling great today.	regístrate y empieza a sentirte bien hoy.
Now is the time to start making your New Year health resolutions come true!	¡Ahora es tiempo de empezar a hacer que tus resoluciones de salud de Año Nuevo se hagan realidad!
simply select your goal today!	simplemente selecciona tu meta hoy!
Whatever your goals are, our doctor-created checklists are here to make you smile and feel good!	¡Sea cual sea tu meta, nuestros listados están aquí para hacerte sonreír y sentir bien!
What are you waiting for?	¿Qué estas esperando?
Tell us what health topics and goals matter to you!	¡Dinos qué temas de salud y metas te interesan!
To receive personalized tips, answers, recommended health apps, customized health news (and more), simply	Para recibir tips, respuestas, aplicaciones de salud recomendadas, noticias de salud personalizadas (y más), simplemente
complete your private profile today!	complete tu perfil privado hoy!
To ensure you are provided with the health information you need when you need it most, take a minute to update your private profile on HealthTap – add allergies or medical conditions you have, and any medications you take. Your information is always confidential, safe, and secure.	Para asegurar que se te brinda la información de salud que necesitas cuando más la necesitas, toma un minuto para actualizar tu perfil privado en HealthTap - agrega alergias o condiciones médicas que tengas, y cualquier medicamento que tomes. Tu información es siempre confidencial y segura.
We want to help you feel fantastic!	¡Queremos ayudarte a que te sientas fantástico!
Please take a minute to confirm your location	Por favor tómate un minuto para confirmar tu locación
so we can connect you within minutes to the right doctors via video, voice or text when you need them most.	para que podamos conectarte dentro de minutos con los doctores correctos vía video, voz o texto cuando más lo necesites.
tell our doctors a little bit about yourself	dile a nuestros doctores un poco sobre ti
Be proactive, not reactive.	Sé proactivo, no reactivo.
Take a minute to provide some basic personal information to help enable our network of more than 82,000 top doctors provide you with the right care, when you need it most.	Tómate un minuto para proporcionar información personal básica para ayudar a permitir que nuestra red de más de los 82,000 mejores doctores te brinden la atención correcta, cuando más lo necesites.
by telling us a bit about yourself.	diciéndonos un poco acerca de ti.
Your new HealthTap account is convenient and easy to use, and provides:	Tu nueva cuenta HealthTap es conveniente y fácil de usa, y brinda:
To help doctors help you, please provide some basic information about yourself. HealthTap is private, confidential, and completely secure.We look forward to helping you feel fantastic!	Para ayudar a los doctores a ayudarte, por favor proporciona un poco de información básica de ti. HealthTap es privado, confidencial, y completamente seguro. ¡Estamos ansiosos de ayudarte a sentirte fantástico!
Don’t waste a moment worrying about a health issue—get immediate advice and answers to your most pressing healthcare needs from Query to Cure by	No pierdas un momento más preocupándote acerca de un problema de salud—obtén consejo inmediato y respuestas a tus necesidades de atención a la salud más opresoras de Duda a Cura
HealthTap saves you:	HealthTap te ahorra:
No need to take time off from work to go to the doctor’s office—all you need is a smartphone, tablet, PC, or smartwatch	No hay necesidad de tomar tiempo libre de tu trabajo para ir a la oficina del doctor—todo lo que necesitas es un smartphone, tableta, PC, o smartwatch
Worries	Preocupaciones
Get immediate peace of mind even in the middle of the night with immediate access to doctors on call	Obtén paz mental inmediata incluso a la mitad de la noche con acceso inmediato a doctore en
At HealthTap,	En HealthTap,
we believe that access to quality healthcare is a fundamental human right.	creemos que el acceso a la atención a la salud de calidad es un derecho humano fundamental.
We also believe that everyone deserves the right care, at the right time.	También creemos que todos merecen la atención adecuada, en el momento adecuado.
You have access to doctors, who can get you:	Tienes acceso a doctores, que pueden darte:
We want to give you the very best care! That’s why you should complete your	¡Queremos darte la mejor atención! Es por eso que debes completar tu
HealthTap profile.	Perfil HealthTap.
Adding information about allergies or any pre-existing conditions will help our doctors help you even more, so complete your profile now!	Agregando información acerca de alergias o alguna condición pre existente ayudará a nuestros doctores aún más, ¡así que completa tu perfil ahora!
you want. Too many people put off seeing a doctor until they’re really sick, but recovery costs more,	quieres. Demasiada gente pospone la visita al doctor hasta que están realmente enfermos, pero los costos de recuperación más,
and takes more time, than prevention.	y toma más tiempo, que la prevención.
to get convenient and immediate answers to your health concerns 24/7. You’ll get world-class healthcare	para obtener respuestas convenientes e inmediatas a tus preocupaciones de salud 24/7. Obtendrás atención a la salud de clase mundial
from Query to Cure powered by HealthTap, an award-winning global leader in digital health, and our	de Duda a Cura impulsado por HealthTap, un líder global de la salud digital ganador de galardones, y nuestro
Be proactive and engage in your personal health—ask your questions early and often to save time and to live a longer, happier life.	Sé proactivo y comprométete con tu salud personal—haz tus preguntas temprano y seguido para ahorrar tiempo y tener una vida más larga y feliz.
We want you to have access to high-quality, world-class healthcare so you can feel good now! When it comes to	¡Queremos que tengas acceso a atención a la salud de alta calidad y clase mundial para que puedas sentirte mejor ahora! Cuando se trata de
searching on the Internet, just three clicks can turn a minor ache or pain into a serious condition.	buscar en Internet, sólo tres clics pueden convertir un dolor menor en una condición seria.
A general web search isn’t the best way to get credible health information.	Una búsqueda web general no es la mejor forma de obtener información de salud creíble,
and get a real, caring physician to help clarify all of your health concerns from Query to Cure.	y obtén un médico real, atento para ayudar a aclarar tus preocupacioens de salud de Duda a Cura.
All you need is a smartphone, tablet, PC, or smartwatch to start feeling fantastic!	¡Todo lo que necesitas es un smartphone, tableta, PC o  smartwatch para empezar a sentirte fantástico!
Get peace of mind by knowing you’ll always have:	Obtén paz mental sabiendo que siempre tienes:
A doctor-created knowledge base of health information	Información de salud basada en conocimiento creado por un doctor.
The right care, at the right time	La atención adecuada en el tiempo adecuado
Real-time doctor consults whenever you need them	Consultas de doctor en tiempo real cuando las necesites
Whatever goal you have—to maintain a healthy weight, eat better,	Cualquier meta que tengas —para mantener un peso sano, comer mejor,
Doctors on HealthTap have created health action plans for health and wellness goals that you are interested in. Follow a checklist on HealthTap to receive reminders (via email or mobile push notification) that will help you to stay on track.	Los doctores en HealthTap han creado planes de acción de salud para metas de salud y bienestar en los que estás intresado. Sigue listados en HealthTap para recibir recordatorios (vía correo electrónico o notificación móvil push) que te ayudará a mantenerte en camino.
Follow a checklist on HealthTap to receive reminders, via email or mobile push notification, that will help you to stay on track.	Sigue listados en HealthTap para recibir recordatorios, vía correo electrónico o notificación móvil push, que te ayudará a mantenerte en el camino.
Doctors on HealthTap have created	Doctores en HealthTap han creado.
health action plans,	planes de cción de salud,
including ones for:	incluyendo para:
compassionate and comprehensive care when you need it most. You also have access to your	atención compasiva y comprensiva adecuada cuando más la necesitas. También puedes tener acceso a tu
doctor-curated feed made up of health answers, tips, news and more!	feed curado por doctorees hecho para respuestas de salud, tips, noticias y más!
Doctor answers you need for yourself and your loved ones	Respuestas de doctores que necesitas para ti y tus seres queridos
Access to doctors on any computer or mobile device	Acceso a doctores en cualquier computadora y dispositivo móvil
Live video, voice, and text chat with doctors from anywhere	Chat de video, voz y texto en vivo con doctores de todas partes.
you manage your family’s health in addition to your own?	¿administras la salud de tu familia además de la tuya?
a HIPAA-compliant, safe, and secure place to enter all the	un lugar HIPAA fiel, seguro y confiable para ingresar toda la
medical and health information for your partner and dependents.	información médica y de salud para tu socio y dependientes.
Take advantage of these family-friendly features by	¡Aprovecha estas características familiarmente amigables
completing your HealthTap profile!	completando tu perfil HealthTap!
You can track your family’s immunization and health records, privately ask questions on their behalf,	Puedes rastrear vacunaciones de tu familia y registros médicos, haz preguntas privadas en su representación,
and schedule doctor consults for them anytime, night or day.	y agenda consultas médicas por ellos en cualquier momento, día o noche.
No matter what your health question is, chances are that a HealthTap doctor has already answered it.	No importa cuál sea tu pregunta sobre salud, con suerte un doctor de HealthTap ya la ha respondido.
If you don’t find an answer that helps, you can immediately talk to a caring, compassionate doctor, 24/7.	Si no encuentras una respuesta que ayude, puedes hablar con un doctor atento y compasivo 20/7.
All communications are secure, HIPAA-compliant, and private so only you and your doctors see your health	Todas las comunicaciones son seguras, cumplen con HIPAA, y privadas para que sólo tu y tus doctores vean tu información
information. Follow topics, search for answers, and ask questions of your own!	de salud. ¡Sigue temas, busca respuestas, y haz preguntas tu mismo!
Instead,	En vez de.
get immediate, credible information on thousands of health topics—created just for you by top doctors.	obtén información inmediata y creíble en miles de temas de salud—creados sólo para ti por doctores top.
You can follow any health topic and check your personal news feed for updates—all from your smartphone, tablet, PC, or smartwatch.	Puedes seguir cualquier tema de salud y revisa tus notificaciones personales para actualizaciones—todo desde tu smartphon, tableta, PC, o smartwatch.
healthcare needs met in one place from any computer or mobile device.	atención a la salud necesita congregarse en un lugar desde cualquier computadora o dispositivo móvil.
Don’t let your health concerns linger. Go ahead and ask top doctors!	No dejes que tu salud te preocupe más. ¡Ve y pregunta a doctores top!
Now is a great time to assess how far you’ve come and follow up with any potential leads.	Ahora es un gran momento de evaluar que tan lejos has llegado y seguir con cualquier iniciativa.
If you haven’t yet already, follow up with your warm leads by sending them one, two, or all three videos in the marketing kit—all based on real-life HealthTap use cases:	Si aún no lo has hecho, continúa con iniciativas cálidas enviándoles una, dos o los tres videos en el kit de mercadotecnia—todo basado en usos de caso de la vida real de HealthTap:
In addition we suggest you reach out to at least 5 more groups in order to start the conversation.	Además te sugerimos alcanzar al menos 5 grupos más con el fin de empezar la conversació.
Have you considered social media? It’s an excellent way to amplify your messaging and share it with a wider audience.	¿Has considerado redes sociales? Es una excelente forma de amplificar tu mensajería y compartirla a una audiencia más amplia.
You can post on social media platforms like Twitter, Facebook, and LinkedIn. Make sure to add your special URL generated from	Puedes publicar en plataformas de redes sociales como Twitter, Facebook, y Linkedln. Asegúrate de añadir tu URL especial generado de
You should also use the	Debes usar también los
image assets	activos de imagen
Before the week ends, post on each of the three main social media platforms: Twitter, Facebook, and LinkedIn.	Antes de que la semana termine, publica en cada una de las tres principales plaraformas de redes sociales: Twitter, Facebook, y Linkedln.
We hope the	Esperamos que el
marketing kit,	equipo de mercadotecnia,
widget, and flyers, have helped you increase your exposure and sales.	widget, y volantes, hayan ayudando a incrementar tu exposición y ventas.
For only $XX a month/$XX annually, get unlimited virtual consults with a primary care physician anytime, anywhere (you set your client’s monthly or annual price)!	¡Por sólo $XX al mes/$XX anualmente, obtén consultas virtuales con médicos de atención primaria en cualquier momento, desde donde sea (tu estableces tu cuota mensual o anual para tus clientes)!
Make sure your clients know these value props by emailing and calling them this week.	Asegúrate que tus clientes conocen estos valiosos apoyos enviándoles un correo electrónico o llamándoles esta semana.
Did you know there’s an easy, no-email, no-phone call way to drive business?	¿Sabías que hay una forma fácil, sin correo electrónico, ni llamádas para dirgir negocios?
All you need to do is paste a bit of HTML code in your blog or website to create a widget.	Todo lo que necesitas hacer es pegar un pedazo de un código HTML en tu blog o sitio web para crear un widget.
Your clients can click on the widget and make a purchase!	¡Tus clientes pueden hacer clic en el widget y hacer un pago!
First, enter your Group size, Price per person and your email address	Primero ingresa tu tamaño de Grupo, Precio por persona y tu dirección de correo electrónico
here,	aquí,
and click Submit. Please note that if you want to drive sign ups for individuals,	y haz clic en Enviar. Por favor nota que si quieres llevar a cabo registros para individuos,
(in which case one person pays and give access to the whole group). Once generated, copy and replace the green copy below with the URL.	(en cuyo caso una persona paga y da acceso a todo el grupo completo). Una vez generado, copia y reemplaza la copia verde debajo con el URL.
160 x 600 Widget	160 x 600 Widget
250 x 250 Widget	250 x 250 Widget
728 x 90 Widget	728 x 90 Widget
Now you can drive clients to your website to click and purchase HealthTap Prime through your personalized widget. Try it today, add the widget to your website and share your website link with your clients!	Ahora puedes dirigir a clientes a tu sitio web para que hagan clic y comprar HealthTap Prime a través de tu widget personalizado, ¡Inténtalo hoy, añade el widget a tu sitio web y comparte tu enlace de sitio web con tus clientes!
Prefer a more offline approach?	¿Prefieres un enfoque más offline?
Print	Imprime
this flyer for groups	este volante por grupos
or this one	o este
for individuals	por individuos
and share it with your clients in-person.	y compartelo con tus clientes en persona.
If you need help or have any questions please email the Strategic Advisor Support Team at	Si necesitas ayuda o tienes alguna pregunta por favor envía un correo electrónico al Equipo Consejero Estratégico a
We hope you enjoyed browsing the	¡Esperamos que hayas disfrutado la ojeada al
marketing kit!	equipo de mercadotecnia!
Whether you’re selling to groups or individuals, the marketing kit has everything you need to succeed.	Ya sea que estés vendiendo a grupos o individuos, el equipo de mercadotecnia tiene todo lo que necesitas para tener éxito.
We highly recommend starting by sending your group clients the	Recomendamos ampliamente empezar enviando a tu grupo de clientes el
HealthTap Prime one-pager for groups	HealthTap Prime de una página por grupos
HealthTap Prime Introduction Deck for groups.	HealthTap Prime de Tarjetas de Presentación por grupos.
Try sending them to 5 groups this week to get the	Trata de enviarlas a 5 grupos esta semana para
conversation started. We’ve also found that adding	comenzar la conversación. ¡Hemos encontrado también que añadiendo
images	imágenes
in the body of an email and using compelling	en el cuerpo de un correo electrónico y usando
language in the subject line helps close clients!	lenguaje convincente en la línea de asunto ayuda a concretar clientes!
If you have any questions or want more tips on	Si tienes alguna pregunta o quieres más tips acerca
growing your book of business, email the	de incrementar tu libro de negocios, envía un correo electrónico al
Strategic Advisor Support Team at	Equipo Consejero Estratégico de Apoyo a
Use the following credentials and log in	Usa las siguientes credenciales e ingresa
to access your exclusive HealthTap Prime user account for live demos or share this demo video.	para acceder a tu usuario exclusivo HeatlhTap Prime para demos en vivo o compartir este video demo.
com	com
healthtap	healthtap
@	@
Email: janesmith+brokerdemo	Correo electrónico: janesmith+brokerdemo
Password: healthtap1	Contraseña: healthtap1
You can also use	¡También puedes usar
this pre-recorded video	este video pre grabado
to show your clients how easy it is to immediately connect with doctors and get medical advice, prescriptions, lab test ordered and reviewed, and much more!	para mostrarle a tus clientes qué tan fácil es conectar inmediatamente con doctores y obtener consejo médico, prescripciones, órdenes de pruebas de laboratorio y revisiones, y mucho más!
If you have any questions or want more tips on growing your book of business email our	Si tienes alguna pregunta o quieres más tips de cómo hacer crecer tu libro de negocios envía un correo electrónico a nuestro
We’re committed to helping you succeed!	¡Estamos compromentido a ayudarte a tener éxito!
Within the next few weeks, we will be providing you with tips and insights to empower you to effectively sell	Dentro de unas pocas semanas, te proporcionaremos tips para empoderarte para vender efectivamente
HealthTap Prime to your clients and grow your book of business.	HealthTap a tus clientes y hacer crecer tu libro de negocios.
To start, take a look at the	Para empezar, echa un vistazo a
available to you. Here’s what’s in it:	disponible para ti. Aquí está lo que está dentro:
The marketing kit is a great tool to help you plan your business strategy. As always, you can email our Strategic Advisor Support Team at	El equipo de mercadotecnia es una gran herramiento para ayudarte a plenar tu estrategia de negocio. Como siempre, pueder enviar un correo electrónico a nuestro Equipo Consejero Estratégico de Apoyo
if you have any questions.	Si tienes alguna pregunta.
Introduce your friends and family to HealthTap and help them live healthier, happier lives. For every person you refer, you’ll both receive $5 in credit.	Preséntale HealthTap a tus amigos y familiares y ayúdales a vivir más vidas más sanas y felices. Por cada persona que recomientes, ambos recibirán $5 en crédito.
Share now!	¡Comparte ahora!
You can start exploring our rich trove of health services by confidentially asking any health question and getting a free answer from one of our more than 60,000 top doctors—often within minutes!	Puedes empezar ahora a explorar la riqueza de servicios de la salud preguntando confidencialmente cualquier pregunta y obteniendo respuestas grates de uno de nuestros más de 60,000 doctores top—¡casi siempre en minutos!
With our premium service, HealthTap Prime you can consult a doctor anytime, anywhere using real-time high-definition video, audio, or text chat. As a welcome gift we would like to offer you a 15-day FREE trial of Prime.	Con nuestro servicio premium, HealthTap Prime puedes consultar un doctor en cualquier momento, desde donde sea usando chat de video en alta definición, audio o texto en tiempo real. Como regalo de bienvenida queremos ofrecerte una 15 días de prueba de Prime GRATIS.
You can start exploring our rich trove of health services by confidentially asking any health question and getting a free answer from one of our more than 60,000 top doctors—often within minutes! Or, consult a doctor at anytime from anywhere using real-time high-definition video, audio, or text chat.	Puedes empezar ahora a explorar la riqueza de servicios de la salud preguntando confidencialmente cualquier pregunta y obteniendo respuestas grates de uno de nuestros más de 60,000 doctores top—¡casi siempre en minutos! O, consultar un doctor en cualquier momento desde donde sea usando chat de video en alta definición, audio o texto en tiempo real.
Start your 15-Day FREE Trial today!	¡Comienza tus 15 días de prueba de Prime GRATIS ahora!
Feel free to start exploring HealthTap now!	¡Siéntete libre de comenzar a explorar HealthTap ahora!
Only 28 days left on your HealthTap Prime free trial! Start today, and gain even more reasons to smile and feel good! Now you can take advantage of all the wonderful things we offer.	¡Sólo quedan 28 días en tu prueba gratis de HealthTap! ¡Empieza ahora, y obtén aún más razones para sonreír y sentirte bien! Ahora puedes aprovechar todas las cosas maravillosas que ofrecemos.
In addition to the benefits that all members get, Premium members get:	Además de los beneficios que todos los miembros obtienen, los miembros Premium tambié:
Sign up for a HealthTap Prime membership	Se registram por una membreasía HealthTap
today, and gain even more reasons to smile and feel good! Now you can take advantage of all the wonderful things we offer.	ahora, y obtén aún más razones para sonreír y sentirte bien! Ahora puedes aprovechar todas las cosas maravillosas que ofrecemos.
with doctors 24/7 using a PC or any mobile device!	con doctores 24/7 usando una PC o cualquier dispositivo móvil!
Total peace of mind	Paz mental total
with a doctor always "on call" for you and your loved ones	con un doctor siempre “de guardia” para ti y tus seres amados
Health checklists personalized by doctors	Listados de salud personalizados por doctores
just for you or your family	solo para ti y tu familia
Prescriptions, referrals, and more	Recetas, referencias y más
Want fewer emails?	¿Quieres menos correos electrónicos?
Suggested Doctors for You	Doctores Sugeridos para Ti
Connect with these top specialists for you to build your 24/7 doctor Care-Team	Conéctate con los mejores especialistas para ti para construir tu Equipo de Atención de doctores 24/7
Follow us for more	Síguenos para más
Give your friends and family a FREE month of Prime - and get $30 off for every person who joins!	¡Dale a tus amigos y familia un mes GRATIS de Prime - y obtén $30 de descuento por cada persona que se una!
Get help from a doctor now via video or text chat	Obtén ayuda de un doctor ahora a través de chat de texto o video
shared news	noticias compartidas:
What difference did HealthTap make in your life?	¿Qué diferencia hizo HealthTap en tu vida?
here's your	aquí esta tu
Here's your	Aquí esta tu
here's your Prime	aquí esta tu Prime
Here's your Prime	Aquí esta tu Prime
Doctor Consults at a 55% discount	Consultas de Doctor con 55% de descuento
Buy now, use later, or share with family	Compra ahora, usa después o comparte con familia
Limited-time offer!	¡Oferta por tiempo limitado!
created	creado
Doctors available to help you	Doctores disponibles para ayudarte
Access the world's leading online knowledgebase	Accesa la base de conocimientos de información de salud creada por
of doctor-created health information. We're	doctores líder en el mundo. ¡Estamos
committed to helping you feel good!	comprometidos a hacerte sentir bien!
Get beautiful, bite-sized tips of health information	Obtén hermosos tips de información de salud tamaño mordida 
created by doctors, personalized for you.	creados por doctores, personalizados para ti.
Take action to achieve your health goals	¡Toma acción para alcanzar tus metas de salud
with our proprietary, customizable doctor-created checklists!	con nuestros listados creados por doctores, propios y personalizables!
Keep your health records accessible, private, and secure	Manten tu expediente clínico accesible, privado y seguro
so that you can easily share them with doctors to get better care whenever necessary.	para que puedas fácilmente compartirlo con doctores para obtener mejor atención cuando sea necesario.
Isaac and the HealthTap Team	Isaac y el Equipo HealthTap
Get faster, on-the-go access to doctors with our	Obtén acceso rápido, en el camino a doctores con nuestro
top rated	calificación más elevada
in 128 specialties from expected private practices and top institutions, like Cleveland Clinic and Harvard to discover how simple and rewarding it is to get featured in front of millions. 	en 128 especialidades de respetados consultorios privados y las mejores instituciones, como la Cleveland Clinic y Harvard para descubrir que tan simple y recompensante es ser destacado en frente de millones. 
today and	hoy y
Enhance your reputation as a nationally recognized Top Doctor 	Mejora tu reputación como uno de los Mejores Doctores nacionalmente reconocidos 
Attract new local patients in need of your expertise	Atrae nuevos pacientes locales en necesidad de tu destreza
Grow your referral network from our 1.2 million doctor directory	Incrementa tu red de referencia de nuestro directorio de 1.2 millones de doctores
to help you and your practice thrive on our popular platform that NBC, CBS, the New York Times, and the Wall Street Journal have featured as the leading digital healthcare solution for doctors. 	para ayudarte a ti y a tu consultorio a prosperar en nuestra popular plataforma que NBC, CBS, el New York Times y Wall Street Journal han destacado como la solución digital para la atención a la salud líder para doctores. 
It's free and takes just a minute to	Es graris y sólo toma un minuto
Please send me email or call me at the number below if you have any questions, or if I can be of help in any way.	Por favor envíame un correo electrónico o llámame al número debajo si tienes alguna pregunta, o si puede se solucionada de alguna forma.
In good health, 	En buena salud, 
Geoffrey W. Rutledge MD, PhD	Geoffrey Rutledge, MD, PhD
Chief Medical Information Officer	Oficial Médico en Jefe de Información
 Team	 Equipo
Share on Facebook	Comparte en Facebook
Share on Twitter	Comparte en Twitter
Send us feedback	Envíanos un Comentario
You've got the reason to smile.	Tienes una razón para sonreír
Founder and CEO	Fundador y CEO
Wishing you good health and smiles from the entire	Deseándote buena salud y sonrisas del equipo completo
HealthTap Team :)	HealthTap :)
We respect your privacy. To change your email notifications	Respetamos tu privacidad. Para cambiar tus notificaciones de correo electrónico
Download the free mobile app!	¡Descarga la aplicación móvil!
Congratulations on taking this first step as a pioneer in digital health! After this tutorial,	¡Felicidades por tomar el primer paso como pionero de la salud digital! Después de este tutorial,
you will be able to deliver virtual consults to your patients anytime, anywhere.	serás capaz de dar consultas virtuales a tus pacientes a cualquier hora y en cualquier lugar.
Complete:	Completo:
Wishing you health and happiness,	Deseándote salud y felicidad,
Irina and The HealthTap Team	Irina y el Equipo HealthTap
Expert ID:	ID del Experto:
Expert Full Name:	Nombre completo del Experto:
Expert Email:	Correo electrónico del Experto:
Expert Location:	Locación del Experto:
Expert DocScore:	DocScore del Experto:
Expert Speciality:	Especialidad del Experto:
Non-Network Expert ID:	ID del Experto Sin Red :
Non-Network Expert Full Name:	Nombre completo del Experto Sin Red :
Non-Network Expert Email:	Correo electrónico del Experto Sin Red :
Non-Network Expert Phone:	Teléfono del Experto Sin Red :
Non-Network Expert Fax:	Fax del Experto Sin Red :
Session	Sesión
Patient ID:	ID del paciente
Platform	Plataforma
Flagged Consult - Incorrect Patient Info	Consulta Marcada- Información incorrecta del Paciente
Doctor ID:	ID del Doctor:
Doctor Name:	Nombre del Doctor:
Consult ID:	ID del Consultorio:
Consult Location:	Locación del Consultorio:
Consult Time:	Horario del Consultorio:
Relevant Text:	Texto relevante:
Server	Servidor
Expert application phone number	Número de teléfono de experto en aplicación
for expert with email:	para experto con correo electrónico:
Contact Numbers:	Números de Contacto:
Best Time To Call:	Mejor hora para llamar:
Uploaded File	Archivo subido
Expert has issue with plugin!	¡El experto tiene un problema con complemento!
Expert Name:	Nombre del Experto:
HTUID:	HTUID:
Expert's Phone Number:	Número de teléfono de experto
Shifts with incomplete attendance last 24 hours	Turnos con asistencia incompleta en las últimas 24 horas.
Total incomplete attendance for this shift last 6 months	Total de asistencia incompleta para este turno en los últimos 6 meses
