Tap in to the wisdom	点击智慧
Did you know it takes three weeks to make or break a habit? Whether you want to lose weight, eat healthier, or reduce stress, our top doctors can help.	您知道吗，需要三个星期才能打破习惯？无论您想减肥，吃得更健康，还是减轻压力，我们的顶级医生可以帮助。
It’s easy to use, and proven to be efficient in helping people manage their health and well being, and achieve their health goals. Receive the care and support you and your family need right from your mobile device or personal computer.	它易于使用，并被证明能有效地帮助人们管理他们的健康和幸福，并实现他们的健康目标。从您的移动设备或个人计算机接收您和您的家人需要的照顾和支持。
Sign up today and enjoy:	立即注册，享受：
activate your account here	请在此处激活您的帐户
HealthTap Prime is your new healthcare hub for managing all your health needs: Enjoy access to top primary care doctors for online virtual consultations right from your phone or computer for convenient and trustworthy healthcare at your fingertips. Within minutes you can connect to a top doctor and get medical advice, prescriptions, lab test ordered and more!	HealthTap Prime黄金会员是您新的医疗中心，用于管理您的所有健康需求：您可以从您的手机或计算机访问普通门诊医生在线虚拟咨询，方便可靠的医疗保健在几分钟内，您可以连接到一个顶级医生并得到医疗咨询，处方，实验室测试订购和更多！
HealthTap is a globally recognized, award-winning new way to manage health and well-being— we’re dedicated to helping you live a healthier, happier life. Activate your account and start feeling great today!	HealthTap是一个全球公认的，获奖的新方式来管理健康和幸福 - 我们致力于帮助您的生活更健康更快乐。激活您的帐户，并从今天开始就感觉很好！
Want to feel fantastic?	想要感受不可思议？
HealthTap is a globally recognized award-winning new way to manage health and well being, providing you the right care at the right time from Query to Cure.	HealthTap是一个全球公认的屡获殊荣管理健康和幸福的新方式，为您在正确的时间从查询到治疗提供正确的护理。
Most importantly, we care about you—and we want you to feel good every day –	最重要的是，我们关心您 ——我们希望您每天都很好——
tap in and start feeling great today.	点击并从今天开始就感觉很好。
sign up and start feeling great today.	注册并从今天开始就感觉很好！
Now is the time to start making your New Year health resolutions come true!	现在是开始使您的新年健康决心成真的时候了！
simply select your goal today!	只需选择您的目标！
Whatever your goals are, our doctor-created checklists are here to make you smile and feel good!	无论您的目标是什么，我们的医生创建的清单在这里，让您微笑和感觉良好！
What are you waiting for?	那么您还在等什么？
Tell us what health topics and goals matter to you!	告诉我们对您重要的健康主题和目标！
To receive personalized tips, answers, recommended health apps, customized health news (and more), simply	要接收个性化的小贴士，答案，推荐的健康应用程序，自定义健康新闻（和更多），简单
complete your private profile today!	完成您的私人个人资料！
To ensure you are provided with the health information you need when you need it most, take a minute to update your private profile on HealthTap – add allergies or medical conditions you have, and any medications you take. Your information is always confidential, safe, and secure.	为确保您在需要时获得最需要的健康信息，请花一点时间在HealthTap上更新您的个人资料 - 添加过敏或医疗状况，以及您服用的任何药物。您的信息是保密的和安全的。
We want to help you feel fantastic!	我们想要帮助您感受到不可思议！
Please take a minute to confirm your location	请花一点时间确认您的位置
so we can connect you within minutes to the right doctors via video, voice or text when you need them most.	所以当您最需要他们时我们可以通过视频，语音或文字，几分钟内连接到正确的医生。
tell our doctors a little bit about yourself	告诉我们的医生关于您自己的一点信息
Be proactive, not reactive.	是主动的而不是被动的
Take a minute to provide some basic personal information to help enable our network of more than 82,000 top doctors provide you with the right care, when you need it most.	当您最需要它时，花一点时间提供一些基本的个人信息来帮助我们超过82,000顶级医生为您提供正确的护理。
by telling us a bit about yourself.	通过告诉我们一点关于您自己的信息。
Your new HealthTap account is convenient and easy to use, and provides:	您的新HealthTap帐户方便，易于使用，并提供：
To help doctors help you, please provide some basic information about yourself. HealthTap is private, confidential, and completely secure.We look forward to helping you feel fantastic!	为了让医生帮助到您，请提供一些关于您自己的基本信息。HealthTap是私人，保密，完全安全。我们期待着让您有十分良好的感觉！
Don’t waste a moment worrying about a health issue—get immediate advice and answers to your most pressing healthcare needs from Query to Cure by	不要浪费时间担心健康问题——您最迫切的医疗保健需求得到即时的从查询到治疗的建议和答案
HealthTap saves you:	HealthTap保存您：
No need to take time off from work to go to the doctor’s office—all you need is a smartphone, tablet, PC, or smartwatch	无需离开工作去医生的办公室 - 所有您需要的是一个智能手机，平板电脑，电脑或智能手表
Worries	担忧
Get immediate peace of mind even in the middle of the night with immediate access to doctors on call	请立即安心，即使在半夜，随时可以访问在值的医生
At HealthTap,	在HealthTap，
we believe that access to quality healthcare is a fundamental human right.	我们认为获得高质量的医疗服务是一项基本人权
We also believe that everyone deserves the right care, at the right time.	我们还认为，每个人都应该在适当的时间得到正确的照顾。
You have access to doctors, who can get you:	您可以访问医生，谁可以让您：
We want to give you the very best care! That’s why you should complete your	我们会给您最好的护理！这就是为什么您应该完成您的
HealthTap profile.	HealthTap个人资料
Adding information about allergies or any pre-existing conditions will help our doctors help you even more, so complete your profile now!	添加有关过敏或任何预先存在的条件的信息将有助于我们的医生帮助您更多，所以现在完成您的个人资料！
you want. Too many people put off seeing a doctor until they’re really sick, but recovery costs more,	您想要。太多的人推迟看医生，直到他们真的病了，但恢复的花费更高，
and takes more time, than prevention.	并且比预防需要更多的时间。
to get convenient and immediate answers to your health concerns 24/7. You’ll get world-class healthcare	全天候为您的健康问题以获得方便快捷的解决方案。你会得到世界级的医疗保健
from Query to Cure powered by HealthTap, an award-winning global leader in digital health, and our	从查询到治疗由HealthTap，一个屡获殊荣的全球数码健康领导者和我们的
Be proactive and engage in your personal health—ask your questions early and often to save time and to live a longer, happier life.	积极主动，并参与您的个人健康 - 提前和经常提出您的问题，以节省时间，并生活更长，更快乐的生活。
We want you to have access to high-quality, world-class healthcare so you can feel good now! When it comes to	我们希望您能获得高品质，世界一流的医疗保健，所以您现在可以感觉很好！当
searching on the Internet, just three clicks can turn a minor ache or pain into a serious condition.	在互联网上搜索，只需点击三次可以使轻微的疼痛或疼痛变成严重的状况。
A general web search isn’t the best way to get credible health information.	一般的网络搜索不是获取可信的健康信息的最佳方式。
and get a real, caring physician to help clarify all of your health concerns from Query to Cure.	并得到一个真正的，有爱心的医生帮助您查清所有从查询到治愈的健康问题。
All you need is a smartphone, tablet, PC, or smartwatch to start feeling fantastic!	所有您需要开始一个奇妙的感受的是一部手机，平板电脑，电脑或者智能手表！
Get peace of mind by knowing you’ll always have:	通过知道您将会有的这些得以安心：
A doctor-created knowledge base of health information	医生创建的健康信息知识库
The right care, at the right time	在合适的时间的合适的护理
Real-time doctor consults whenever you need them	无论何时您需要他们，实时的医生可以咨询
Whatever goal you have—to maintain a healthy weight, eat better,	无论您有什么目标 - 保持健康的体重，吃得更好，
Doctors on HealthTap have created health action plans for health and wellness goals that you are interested in. Follow a checklist on HealthTap to receive reminders (via email or mobile push notification) that will help you to stay on track.	HealthTap的医生为您感兴趣的健康目标制定了健康行动计划。按照HealthTap的清单接收提醒（通过电子邮件或移动推送通知），这将有助于您保持健康。
Follow a checklist on HealthTap to receive reminders, via email or mobile push notification, that will help you to stay on track.	按照HealthTap的清单接收提醒，通过电子邮件或移动设备推送通知，将帮助您保持在正轨。
Doctors on HealthTap have created	HealthTap上的医生创建
health action plans,	健康行动计划，
including ones for:	包括用于：
compassionate and comprehensive care when you need it most. You also have access to your	当您最需要它时，同情和全面的照顾将会给您您也可以访问您的
doctor-curated feed made up of health answers, tips, news and more!	医生策划的新闻订阅是由健康答案，小贴士，新闻和更多组成的！
Doctor answers you need for yourself and your loved ones	医生回答了您为自己和您的亲人的需要
Access to doctors on any computer or mobile device	在任何计算机或移动设备上访问医生
Live video, voice, and text chat with doctors from anywhere	与任何地方的医生实时视频，语音和文本聊天
you manage your family’s health in addition to your own?	除了您自己，您管理您的家人的健康？
a HIPAA-compliant, safe, and secure place to enter all the	一个兼容HIPAA标准，安全可靠的地方进入所有的
medical and health information for your partner and dependents.	医疗和健康信息为您的伴侣和家属
Take advantage of these family-friendly features by	利用这些适合家庭的功能
completing your HealthTap profile!	完成您的HealthTap个人资料！
You can track your family’s immunization and health records, privately ask questions on their behalf,	您可以跟测您家庭的免疫接种和健康记录，私下询问他们的问题
and schedule doctor consults for them anytime, night or day.	并为他们安排医生咨询随时，夜间或白天。
No matter what your health question is, chances are that a HealthTap doctor has already answered it.	不管您的健康问题是什么，有可能是一个HealthTap的医生已经回答了的问题。
If you don’t find an answer that helps, you can immediately talk to a caring, compassionate doctor, 24/7.	如果您没有找到有帮助的答案，您可以随时立即与一个有关怀心同情心的医生谈话。
All communications are secure, HIPAA-compliant, and private so only you and your doctors see your health	所有谈话都是安全的，兼容HIPAA的，并且是私人的，所以只有您和您的医生看到您的健康
information. Follow topics, search for answers, and ask questions of your own!	信息。关注主题，搜索答案，并提出自己的问题！
Instead,	相反，
get immediate, credible information on thousands of health topics—created just for you by top doctors.	获得关于成千上万个有关健康主题的即时，可信的信息 - 由顶级医生为您创建。
You can follow any health topic and check your personal news feed for updates—all from your smartphone, tablet, PC, or smartwatch.	您可以关注任何健康主题，并检查您的个人新闻订阅的更新 - 所有从智能手机，平板电脑，电脑或智能手表。
healthcare needs met in one place from any computer or mobile device.	医疗保健需求在从任何计算机或移动设备的一个地方。
Don’t let your health concerns linger. Go ahead and ask top doctors!	不要让您的健康问题停留。去问问顶级的医生！
Now is a great time to assess how far you’ve come and follow up with any potential leads.	现在是一个很好的时间来评估您跟进任何潜在的潜在客户的程度。
If you haven’t yet already, follow up with your warm leads by sending them one, two, or all three videos in the marketing kit—all based on real-life HealthTap use cases:	如果您还没有，通过发送他们的一个，两个或所有三个在市场工具包里的视频 - 所有基于现实生活HealthTap用例跟踪您的温暖的潜在客户：
In addition we suggest you reach out to at least 5 more groups in order to start the conversation.	此外，我们建议您与至少5个群组联系，以便开始对话。
Have you considered social media? It’s an excellent way to amplify your messaging and share it with a wider audience.	您考虑过社交媒体吗？这是一个很好的方式来扩大您的消息，并与更多的观众分享。
You can post on social media platforms like Twitter, Facebook, and LinkedIn. Make sure to add your special URL generated from	您可以在社交媒体平台上发布，如Twitter，Facebook和LinkedIn。请务必添加您生成的特殊网址
You should also use the	您也应该使用
image assets	形象资产
Before the week ends, post on each of the three main social media platforms: Twitter, Facebook, and LinkedIn.	在本周结束之前，发布在三个主要的社交媒体平台上：Twitter, Facebook, 和LinkedIn.
We hope the	我们希望
marketing kit,	营销工具包，
widget, and flyers, have helped you increase your exposure and sales.	小工具和传单，帮助您增加您的曝光和销售。
For only $XX a month/$XX annually, get unlimited virtual consults with a primary care physician anytime, anywhere (you set your client’s monthly or annual price)!	只需$ XX一个月 / $ XX一年，随时随地（可根据客户的月度或年度价格）与普通门诊医生进行无限的虚拟咨询！
Make sure your clients know these value props by emailing and calling them this week.	确保您的客户通过电子邮件和打电话来了解本周这些有价值的道具。
Did you know there’s an easy, no-email, no-phone call way to drive business?	您知道有一个简单，没有电子邮件，没有电话的方式来推动业务吗？
All you need to do is paste a bit of HTML code in your blog or website to create a widget.	所有您需要做的是在您的博客或网站上粘贴一点HTML代码来创建一个小工具。
Your clients can click on the widget and make a purchase!	您的客户可以点击小工具，并进行购买！
First, enter your Group size, Price per person and your email address	首先，输入您的群组大小，每人价格和您的电子邮件地址
here,	这里，
and click Submit. Please note that if you want to drive sign ups for individuals,	和点击提交。请注意，如果您想驱动个人注册，
(in which case one person pays and give access to the whole group). Once generated, copy and replace the green copy below with the URL.	（在这种情况下，一个人支付可以允许整个组访问）。生成后，请复制并替换在网址下面的绿色副本。
160 x 600 Widget	160 x 600 小工具
250 x 250 Widget	250 x 250 小工具
728 x 90 Widget	728 x 90 小工具
Now you can drive clients to your website to click and purchase HealthTap Prime through your personalized widget. Try it today, add the widget to your website and share your website link with your clients!	现在，您可以让客户到您的网站，点击您的个性化小工具购买HealthTap Prime黄金会员资格。立即尝试，将小工具添加到您的网站，并与您的客户分享您的网站链接！
Prefer a more offline approach?	喜欢更离线的方法吗？
Print	打印
this flyer for groups	为小组的传单
or this one	或这个
for individuals	为个人
and share it with your clients in-person.	并亲自分享给您的客户。
If you need help or have any questions please email the Strategic Advisor Support Team at	如果您需要帮助或有任何问题，请通过电子邮件联系战略顾问支持团队在
We hope you enjoyed browsing the	我们希望您喜欢浏览
marketing kit!	营销工具包！
Whether you’re selling to groups or individuals, the marketing kit has everything you need to succeed.	无论您是向团体或个人销售，营销工具有成功所需的一切。
We highly recommend starting by sending your group clients the	我们强烈建议您首先发送您组里的客户
HealthTap Prime one-pager for groups	HealthTap Prime为小组的简要介绍
HealthTap Prime Introduction Deck for groups.	HealthTap Prime为小组的入门层次
Try sending them to 5 groups this week to get the	尝试在本周将他们发送给5组并获得
conversation started. We’ve also found that adding	会话已开始。我们还发现添加
images	图像
in the body of an email and using compelling	在电子邮件的正文并使用引人注目的
language in the subject line helps close clients!	语言在标题栏有助于亲密的客户！
If you have any questions or want more tips on	如果您有任何问题或者想要更多的小贴士
growing your book of business, email the	成长您的公司日记账，发邮件到
Strategic Advisor Support Team at	战略顾问支持团队
Use the following credentials and log in	使用以下证书并登录
to access your exclusive HealthTap Prime user account for live demos or share this demo video.	访问您的独家HealthTap Prime黄金会员用户帐户的即时演示或分享此演示视频。
com	com
healthtap	healthtap
@	@
Email: janesmith+brokerdemo	邮箱：janesmith+brokerdemo
Password: healthtap1	密码： healthtap1
You can also use	您也可以使用
this pre-recorded video	这个预先录制的视频
to show your clients how easy it is to immediately connect with doctors and get medical advice, prescriptions, lab test ordered and reviewed, and much more!	向您的客户展示如何轻松地立即与医生联系，并获得医疗咨询，处方，实验室测试订购和审查，以及更多！
If you have any questions or want more tips on growing your book of business email our	如果您有任何问题或想要更多关于增长您的商业预定的小贴士，邮件我们的
We’re committed to helping you succeed!	我们致力于帮助您取得成功！
Within the next few weeks, we will be providing you with tips and insights to empower you to effectively sell	在接下来的几周内，我们将为您提供小贴士和见解，帮助您有效地销售
HealthTap Prime to your clients and grow your book of business.	HealthTap Prime黄金会员为您的客户并增加您的业务预定。
To start, take a look at the	首先，看看
available to you. Here’s what’s in it:	您可用的。这里有什么：
The marketing kit is a great tool to help you plan your business strategy. As always, you can email our Strategic Advisor Support Team at	营销工具是一个伟大的工具可以帮助您规划您的业务战略与往常一样，您可以电子邮件我们的战略顾问支持团队
if you have any questions.	如果您有任何问题。
Introduce your friends and family to HealthTap and help them live healthier, happier lives. For every person you refer, you’ll both receive $5 in credit.	介绍您的朋友和家人到HealthTap，并帮助他们更健康，更快乐的生活。对于您介绍的每个人，您都将获得$ 5的信用。
Share now!	立刻分享！
You can start exploring our rich trove of health services by confidentially asking any health question and getting a free answer from one of our more than 60,000 top doctors—often within minutes!	您可以通过秘密地要求任何健康问题开始探索我们丰富的健康服务，并得到超过60,000其中一个顶级医生的免费答案 - 通常在几分钟内！
With our premium service, HealthTap Prime you can consult a doctor anytime, anywhere using real-time high-definition video, audio, or text chat. As a welcome gift we would like to offer you a 15-day FREE trial of Prime.	通过我们的优质服务，HealthTap 黄金会员您可以随时随地使用实时高清视频，音频或文字聊天咨询医生。作为一个欢迎的礼物，我们愿意为您提供一个15天免费试用黄金会员的机会。
You can start exploring our rich trove of health services by confidentially asking any health question and getting a free answer from one of our more than 60,000 top doctors—often within minutes! Or, consult a doctor at anytime from anywhere using real-time high-definition video, audio, or text chat.	您可以通过秘密地要求任何健康问题开始探索我们丰富的健康服务，并得到超过60,000其中一个顶级医生的免费答案 - 通常在几分钟内！或者，随时随地使用实时高清晰度视频，音频或文字聊天咨询医生。
Start your 15-Day FREE Trial today!	立即开始您的15天免费试用！
Feel free to start exploring HealthTap now!	立刻免费开始探索HealthTap！
Only 28 days left on your HealthTap Prime free trial! Start today, and gain even more reasons to smile and feel good! Now you can take advantage of all the wonderful things we offer.	您的HealthTap Prime免费试用只剩28天！从今天开始，并获得更多微笑和感觉很好的理由！现在您可以利用我们提供的所有美好的东西。
In addition to the benefits that all members get, Premium members get:	除了所有会员获得的好处，黄金会员获得：
Sign up for a HealthTap Prime membership	注册成为一名HealthTap Prime会员
today, and gain even more reasons to smile and feel good! Now you can take advantage of all the wonderful things we offer.	从今天，并获得更多微笑和感觉很好的理由！现在您可以利用我们提供的所有美好的东西。
with doctors 24/7 using a PC or any mobile device!	使用电脑或任何移动设备随时与医生！
Total peace of mind	完全的放心
with a doctor always "on call" for you and your loved ones	为您和您的亲人与时常当值的医生
Health checklists personalized by doctors	医生个性化的健康清单
just for you or your family	只为您或您的家人
Prescriptions, referrals, and more	处方，转诊等
Want fewer emails?	想减少电子邮件吗？
Suggested Doctors for You	为您推荐的医生
Connect with these top specialists for you to build your 24/7 doctor Care-Team	与这些顶级专家联系为您建立您的全天候医生医疗团队
Follow us for more	关注我们获得更多
Give your friends and family a FREE month of Prime - and get $30 off for every person who joins!	给您的朋友和家人免费一个月的黄金会员 - 每个加入的人并得到$ 30的折扣！
Get help from a doctor now via video or text chat	立即通过视频或文字聊天获取医生帮助
shared news	分享新闻
What difference did HealthTap make in your life?	HealthTap在您的生活中有什么区别？
here's your	这里是您的
Here's your	这里是您的
here's your Prime	这里是您的Prime
Here's your Prime	这里是您的Prime
Doctor Consults at a 55% discount	医生咨询享受55％的折扣
Buy now, use later, or share with family	立即购买，以后使用或与家人分享
Limited-time offer!	限时优惠！
created	已创建
Doctors available to help you	医生可以帮助您
Access the world's leading online knowledgebase	访问世界领先的网上的知识库
of doctor-created health information. We're	的医生创建的健康信息。我们
committed to helping you feel good!	致力于帮助您感觉良好！
Get beautiful, bite-sized tips of health information	获得美丽的，很小的健康信息小贴士
created by doctors, personalized for you.	医生为您创建的个性化。
Take action to achieve your health goals	采取行动实现您的健康目标
with our proprietary, customizable doctor-created checklists!	与我们专有的，可定制的医生创建的清单！
Keep your health records accessible, private, and secure	保持您的健康记录可访问，私密和安全
so that you can easily share them with doctors to get better care whenever necessary.	所以如有必要，您可以轻松地与医生分享他们，以获得更好的护理。
Isaac and the HealthTap Team	Isaac和HealthTap团队
Get faster, on-the-go access to doctors with our	获得更快的，随时随地的访问我们的医生
top rated	评分最高
in 128 specialties from expected private practices and top institutions, like Cleveland Clinic and Harvard to discover how simple and rewarding it is to get featured in front of millions. 	在128个从期待的私人实践和顶级机构的专家，如克利夫兰诊所和哈佛，在百万人面前去发掘如何简单和有价值得到新功能。 
today and	今天和
Enhance your reputation as a nationally recognized Top Doctor 	提高您作为国家公认的顶尖医生的声誉 
Attract new local patients in need of your expertise	吸引需要您专业知识的新本地患者
Grow your referral network from our 1.2 million doctor directory	从我们的120万医生名单中增加您的咨询网
to help you and your practice thrive on our popular platform that NBC, CBS, the New York Times, and the Wall Street Journal have featured as the leading digital healthcare solution for doctors. 	去帮助您和您的实践在我们流行的平台上蓬勃发展，NBC，CBS，纽约时报和华尔街日报已经为医生领先的数字医疗解决方案起着重要方案。 
It's free and takes just a minute to	它是免费的，只需1分钟
Please send me email or call me at the number below if you have any questions, or if I can be of help in any way.	如果您有任何问题，或者如果我能以任何方式帮助，请给我发电子邮件或打电话给我。
In good health, 	身体健康， 
Geoffrey W. Rutledge MD, PhD	Geoffrey W. Rutledge MD, PhD
Chief Medical Information Officer	首席医务信息官
 Team	 团队
Share on Facebook	分享到Facebook
Share on Twitter	分享到Twitter
Send us feedback	发送反馈给我们
You've got the reason to smile.	您有理由微笑。
Founder and CEO	创始人兼CEO
Wishing you good health and smiles from the entire	祝您身体健康和天天开心。
HealthTap Team :)	HealthTap团队 :)
We respect your privacy. To change your email notifications	我们尊重您的隐私。更改您的邮件通知
Download the free mobile app!	免费下载移动应用程序！
Congratulations on taking this first step as a pioneer in digital health! After this tutorial,	恭喜您为数码健康的先驱迈出第一步！本教程后，
you will be able to deliver virtual consults to your patients anytime, anywhere.	您将能够随时随地向您的患者提供虚拟咨询。
Complete:	完成：
Wishing you health and happiness,	希望您健康开心，
Irina and The HealthTap Team	Irina和HealthTap团队
Expert ID:	专家ID：
Expert Full Name:	专家全名：
Expert Email:	专家邮箱：
Expert Location:	专家地址：
Expert DocScore:	专家DocScore：
Expert Speciality:	专家专业：
Non-Network Expert ID:	非网络专家ID：
Non-Network Expert Full Name:	非网络专家全名：
Non-Network Expert Email:	非网络专家邮箱：
Non-Network Expert Phone:	非网络专家手机：
Non-Network Expert Fax:	非网络专家传真：
Session	会话
Patient ID:	患者ID：
Platform	平台
Flagged Consult - Incorrect Patient Info	标记的咨询 - 不正确的患者信息
Doctor ID:	医生ID：
Doctor Name:	医生姓名：
Consult ID:	咨询ID：
Consult Location:	咨询位置：
Consult Time:	咨询时间：
Relevant Text:	相关文字：
Server	服务
Expert application phone number	专家应用电话号码
for expert with email:	联系专家通过邮箱：
Contact Numbers:	联系电话：
Best Time To Call:	最佳呼叫时间：
Uploaded File	已上传的文件
Expert has issue with plugin!	专家的插件有问题！
Expert Name:	专家姓名：
HTUID:	HTUID:
Expert's Phone Number:	专家的手机号码：
Shifts with incomplete attendance last 24 hours	过去24小时内未完成出勤的班次
Total incomplete attendance for this shift last 6 months	过去6个月这个班次的未完成出勤总数
Total incomplete attendance last 6 months	最近6个月的未完成出勤总数
Shifts with missed calls last 24 hours	过去24小时转接的未接来电
Total missed calls for this shift over 6 months	6个月内这次班次的未接来电总数
Total missed calls over 6 months	6个月内的未接来电总数
Aseem	Aseem
This portal is incredibly easy to use, and will benefit your practice in many ways. Take a moment to login today!	这个门户网站是令人难以置信的易于使用，并将在许多方面有利于您的实践。立刻花一点时间登陆！
You'll reduce your practice's scheduling burdens and ad-hoc questions from patients,	您将减少您的实践的安排负担和患者专门的问题
while providing patients with trusted information between doctor visits and the best	同时为患者提供医生访视之间的可信信息和最好的
Simple scheduling with automatic appointment reminders	带有自动预约提醒的一般日程安排
Your doctor can see patients from anywhere, at anytime, from any device and offer more continuous care	您的医生可以在任何时间为来自各地、各个服务器的患者看病，并且提供较持续的护理。
Your doctor gets paid for care they already give outside of office visits	对于工作时间以外的护理，医生需收取费用。
Stay up to date with the latest information in your field	随时了解您所在领域的最新信息。
Your feedback is very important to us.	您的反馈对我们很重要。
Do good · Do well · Feel good	做好 · 做得好 · 感觉很好
To invite others to join this private consult, share this link and ask them to visit it once the appointment starts:	要邀请其他人加入此私人咨询，请分享此链接并要求他们在预约开始后访问：
New resume	新的简历
email:	邮箱：
message:	信息：
Hi team,	您好，团队，
A user just unsusbcribed from healthtap:	刚刚从healthtap取消订阅的用户：
A new group	一个新的小组
has been created	已经被创造了
Group description:	小组简介：
New contact us message	新的联系我们的客户
id:	id:
from:	从：
subject:	主题：
The question was:	问题是：
You answered:	您已回答：
Your answer may have been flagged by your colleagues for reasons such as:	您的回答可能已由您的同事标记，原因如下：
Being too short to be helpful	太简短无法提供帮助
Being far off the topic asked	偏离了提问的主题
Using overly technical words or abbreviations	过多使用技术词语或缩写
Being hard to understand due to spelling or grammar issues	因为拼写或语法问题而难以理解
Having a tone or text that surely would hurt the patient’s feelings	一种肯定会伤害患者感情的口气或表达
Referring to unusual ideas not supported by the medical community	据不被医学界支持的非寻常想法
Sending the patient to another website without answering his question	将患者送到另一个网站，而不回答他的问题
Being commercial or self-serving in nature	商业或自我服务
You may view our Reference Guide on How To Write a Great HealthTap answer below.	您可以查看我们关于如何在下方书写HealthTap网站答案的参考指南。
Your new answer will immediately be published to regular circulation again, where all patients and experts can see it.	您的新答案将立即公布，再次定期发行，所有患者和专家都可以看到它。
Everybody on HealthTap loves great questions and awesome answers.  Please take a moment to read your own answer one last time before submitting.  Members and colleagues will be grateful.  Happy Tapping!	HealthTap上的每个用户都喜欢好的问题和极好的答案。请在提交之前花一点时间最后一次阅读您自己的答案。会员和同事会非常感激。愉快的点击！
Thanks again for your participation,	再次感谢您的参与，
HealthTap Scholars Team	HealthTap学者团队
Reference Guide: How to Write a Great HealthTap Answer	参考指南：如何写一个优秀的HealthTap答案
Do not provide medical care through HealthTap.  HealthTap is a website, not a doctor, and therefore is not a substitute for your face-to-face professional medical advice, diagnosis rendering, and treatment of disorders.  Write your answers mainly to give information.	不要通过HealthTap提供医疗治疗。HealthTap是一个网页，不是医生，因此不能替代您面对面的专业医疗建议，诊断和病症的治疗。根据信息写您主要的答案。
Too direct:	太直接：
You have jock itch, so buy some OTC Lotrimin cream and use it twice a day for 2 weeks.  Keep your groin dry, and your rash should be gone in a couple of weeks.	您有股癣，所以买一些非处方的Lotrimin霜（ 一种抗真菌药品牌，通用名是克霉唑），每天两次涂用，为期2周。保持您的腹股沟干燥,您的皮疹应该在几周内消失。
Much better:	更好一点：
Itchy, reddened, slightly flaky skin in the groin skin folds can be from jock itch or other causes.  Jock itch (tinea cruris) is caused by a fungus germ, and is usually treated with over-the-counter Lotrimin AF cream or with prescription anti-fungal medication from a doctor.	腹股沟处的皮肤瘙痒，发红，轻微片状可能是由股癣或其他原因所致。股癣（一种癣）是由真菌引起的，通常用非处方Lotrimin AF霜或医生开的抗真菌的处方药物进行治疗。
Add a personal touch to your answer to humanize the online interaction.	在您的回答上添加一个个人触感，使您的在线互动人性化。
Examples:	例如：
Include a hint of humor if appropriate; wish the member “good luck”, “have a great day”, or “hope you get well soon”; or add a comforting picture or image.	在适当情况下，网站会带有一丝幽默; 希望会员“好运”，“有美好的一天”，或“希望您很快好起来”; 或添加令人欣慰的图片或图像。
Make your answer long enough to be helpful to others, because thousands of people all over the world may read your answer. Answers of less than 4 words are bad answers (just imagine the member sitting, facing you, and only hearing 4 words from you).	让您的答案充分到足以帮助他人，因为世界各地的成千上万的人可能会看到您的答案。小于4个字的答案不是好的答案（您就想象有个会员面对着您坐着，却只听到您说的的4个字）。
Too brief:	太简洁：
Do another pregnancy test.	做另一个怀孕测试。
If a first over-the-counter (OTC) urine pregnancy test is negative, but a woman really feels that she is pregnant, she can do another OTC urine pregnancy test one week later.	如果第一次非处方（OTC）尿妊娠试验呈阴性，但一个女人真的觉得她怀孕了，她可以在一周后再做一次OTC尿怀孕测试。
Put some details in your answer.  Details help members understand their problems.	在您的答案中提出一些细节。详细信息可以帮助会员了解他们的问题。
Adequate:	充足：
Eat foods that have few calories.	吃具有少量热量的食物。
One should eat foods that have few calories such as carrots, celery sticks, and iceberg lettuce; but use no salad dressing or only a bit of low-calorie dressing.	人们应该吃具有少量热量的食物，例如胡萝卜，芹菜杆和卷心莴苣; 但不能食用沙拉酱或只食用一点低热量的调味品。
Consider adding a picture or other image to your answer, to emphasize your point, help explain a fact, or just make your answer more appealing.	考虑将图片或其他图片添加到您的答案，强调您的观点，帮助解释一个事实，或只是让您的答案更具吸引力。
Example:	例如：
Add a picture of an ambulance when informing a member that the usual recommendation, for people with the symptoms he asks about, is to go to an Emergency Room.	添加一张救护车的图片，当通知一个会员，通常的建议，对于有问题的人，是去一个急诊室。
Use the most widely known drug name, or use both the brand and generic names, when talking about medications.	当谈到药物时，请使用最广为人知的药物名称，或使用品牌和通用名称。
One may try acetaminophen but see the doctor if fever persists.	可以尝试对乙酰氨基酚，但如果仍发烧不退，请就医。
One may try Tylenol (acetaminophen) or Motrin/Advil (ibuprofen) if the fever is not high, but should see a doctor if fever goes higher or lasts more than 2 days.	如果发烧不高，可以尝试泰勒诺（药名）（对乙酰氨基酚）或布洛芬/艾德维尔（布洛芬），但如果发烧升高或持续超过2天，应该去看医生。
Use good grammar and punctuation, reflecting the many years of a doctor's higher education.	正确使用语法和标点符号，反映出医生受了多年的高等教育。
Poor form:	差的回答：
A person can hurt their arms if you do too many reps too much weight or bad technique	如果您重复做负重过大的动作或没掌握技巧时，您的手臂可能会受伤。
A person can hurt his arm muscles by doing too many repetitions, using too much weight, or having poor weight-lifting techniques.	当一个人重复多次做负重过大的举重动作时，或举重技巧不对时就使手臂肌肉受伤。
Don't assume every HealthTap member speaks English well or has a higher education.  Explain long words and avoid medical abbreviations.	不要默认每个HealthTap会员都很会讲英语或接受过高等教育。解释长单词且避免使用医学缩写。
Not good:	不太好：
The G.I. doc may order fecal occult blood x3 to screen for colon ca.	G.I. doc可以根据大便潜血x3筛选结肠癌。
